FID,LAYER,X,Y,Z
"1375",pc,35004.467,167234.222,575.298
"1376",pc,35012.629,167237.396,575.680
"1377",pc,35016.620,167233.406,575.872
"1378",pc,35018.977,167227.783,576.039
"1379",pc,35023.372,167219.647,576.369
"1380",pc,35026.685,167211.430,576.367
"1381",pc,35028.629,167204.053,576.316
"1382",pc,35032.163,167195.925,576.418
"1383",pc,35034.592,167189.784,576.309
"1384",pc,35038.701,167182.275,576.129
"1385",pc,35039.186,167173.572,575.761
"1386",pc,35040.468,167168.580,575.626
"1387",pc,35043.074,167162.882,575.651
"1388",pc,35046.768,167155.285,575.116
"1389",pc,35048.195,167151.004,574.810
"1390",pc,35044.413,167146.437,574.251
"1391",pc,35039.275,167146.437,574.192
"1392",pc,35035.494,167148.792,574.561
"1393",pc,35030.713,167151.860,574.803
"1394",pc,35025.789,167154.928,574.744
"1395",pc,35021.365,167158.710,574.626
"1396",pc,35016.870,167162.278,574.340
"1397",pc,35012.517,167166.845,574.147
"1398",pc,35006.523,167172.696,573.968
"1399",pc,35002.170,167177.120,574.016
"1400",pc,34998.959,167179.260,573.861
"1401",pc,34994.892,167183.542,573.866
"1402",pc,34989.398,167189.179,574.152
"1403",pc,34985.759,167193.674,574.259
"1404",pc,34982.619,167200.596,574.505
"1405",pc,34983.404,167207.018,574.602
"1406",pc,34978.124,167197.813,574.212
"1407",pc,34990.959,167215.498,574.892
"1408",pc,34999.484,167225.474,575.378
"1409",pc,35006.195,167227.469,575.522
"1410",pc,35011.183,167226.472,575.644
"1411",pc,35014.719,167221.937,575.849
"1412",pc,35016.715,167218.037,575.956
"1413",pc,35018.619,167213.956,575.978
"1414",pc,35019.889,167206.390,575.765
"1415",pc,35021.124,167199.484,575.713
"1416",pc,35022.808,167193.982,575.706
"1417",pc,35025.279,167188.368,575.617
"1418",pc,35026.570,167183.203,575.598
"1419",pc,35029.096,167176.971,575.521
"1420",pc,35031.847,167171.356,575.376
"1421",pc,35034.093,167167.539,575.399
"1422",pc,35036.339,167161.250,575.349
"1423",pc,35039.876,167156.085,575.193
"1424",pc,35038.529,167151.481,574.887
"1425",pc,35035.665,167154.345,575.077
"1426",pc,35032.577,167156.422,575.108
"1427",pc,35027.861,167160.128,575.081
"1428",pc,35023.370,167163.889,574.908
"1429",pc,35017.362,167168.998,574.641
"1430",pc,35011.186,167175.062,574.581
"1431",pc,35007.088,167179.441,574.554
"1432",pc,35002.709,167183.203,574.311
"1433",pc,34998.835,167187.919,574.377
"1434",pc,34993.950,167194.544,574.521
"1435",pc,34990.189,167199.484,574.671
"1436",pc,34987.381,167205.436,574.757
"1437",pc,34991.143,167209.647,574.963
"1438",pc,34995.747,167215.036,575.224
"1439",pc,35000.014,167220.202,575.530
"1440",pc,35004.112,167225.030,575.574
"1441",pc,35008.042,167220.651,575.552
"1442",pc,35002.933,167214.363,575.480
"1443",pc,34997.319,167207.457,575.261
"1444",pc,34993.894,167203.471,574.959
"1445",pc,34999.396,167197.519,574.814
"1446",pc,35004.954,167204.144,575.223
"1447",pc,35008.828,167209.590,575.624
"1448",pc,35014.106,167214.812,575.813
"1449",pc,35016.520,167205.716,575.645
"1450",pc,35010.400,167198.418,575.294
"1451",pc,35005.684,167192.691,575.029
"1452",pc,35006.695,167185.280,574.774
"1453",pc,35011.411,167190.277,575.167
"1454",pc,35016.464,167196.453,575.389
"1455",pc,35018.204,167191.905,575.442
"1456",pc,35020.675,167188.536,575.406
"1457",pc,35013.881,167181.631,575.041
"1458",pc,35016.745,167177.925,575.063
"1459",pc,35020.675,167183.090,575.362
"1460",pc,35016.071,167186.908,575.235
"1461",pc,35022.808,167179.104,575.401
"1462",pc,35023.314,167173.434,575.165
"1463",pc,35026.289,167167.988,575.154
"1464",pc,35029.433,167165.461,575.167
"1465",pc,35032.521,167162.317,575.230
"1466",pc,34857.554,167236.810,556.395
"1467",pc,34866.759,167238.666,557.128
"1468",pc,34882.600,167247.871,559.769
"1469",pc,34890.591,167244.303,560.646
"1470",pc,34877.105,167239.022,558.319
"1471",pc,34867.115,167234.384,556.829
"1472",pc,34861.978,167227.820,555.783
"1473",pc,34859.908,167233.956,556.278
"1474",pc,34872.396,167232.101,557.173
"1475",pc,34881.335,167235.936,558.670
"1476",pc,34889.860,167239.779,560.200
"1477",pc,34897.459,167238.365,561.498
"1478",pc,34886.459,167233.948,559.346
"1479",pc,34877.050,167228.117,557.630
"1480",pc,34867.905,167224.362,556.144
"1481",pc,34862.869,167220.298,555.452
"1482",pc,34866.094,167214.069,555.364
"1483",pc,34878.640,167219.193,557.109
"1484",pc,34889.507,167222.197,559.509
"1485",pc,34904.129,167228.293,562.735
"1486",pc,34891.782,167229.793,560.157
"1487",pc,34907.548,167224.973,563.426
"1488",pc,34892.087,167216.933,560.000
"1489",pc,34878.171,167211.013,556.746
"1490",pc,34868.144,167207.479,555.149
"1491",pc,34869.777,167199.259,555.058
"1492",pc,34880.934,167203.499,557.117
"1493",pc,34888.025,167206.210,558.701
"1494",pc,34896.749,167209.929,561.005
"1495",pc,34902.901,167212.328,562.444
"1496",pc,34910.826,167215.664,564.159
"1497",pc,34903.005,167220.982,562.562
"1498",pc,34885.116,167213.986,558.311
"1499",pc,34924.097,167210.458,567.125
"1500",pc,34902.650,167204.058,562.420
"1501",pc,34886.144,167199.623,558.373
"1502",pc,34875.701,167188.225,555.427
"1503",pc,34878.621,167183.790,556.004
"1504",pc,34892.713,167189.124,559.737
"1505",pc,34889.625,167191.819,559.095
"1506",pc,34895.632,167196.647,560.622
"1507",pc,34883.505,167194.121,557.579
"1508",pc,34875.896,167197.569,555.985
"1509",pc,34908.070,167201.898,563.712
"1510",pc,34914.634,167200.328,565.263
"1511",pc,34927.264,167206.893,567.776
"1512",pc,34902.147,167195.262,562.356
"1513",pc,34914.787,167210.991,564.908
"1514",pc,34931.683,167200.875,568.502
"1515",pc,34917.912,167195.524,565.659
"1516",pc,34903.498,167189.601,562.584
"1517",pc,34892.152,167184.749,559.497
"1518",pc,34877.810,167179.112,555.841
"1519",pc,34885.659,167173.118,557.296
"1520",pc,34897.076,167178.042,560.398
"1521",pc,34911.061,167183.465,563.843
"1522",pc,34923.121,167188.602,566.441
"1523",pc,34937.534,167194.097,569.395
"1524",pc,34916.984,167190.671,565.315
"1525",pc,34884.905,167181.989,557.567
"1526",pc,34942.696,167190.020,570.083
"1527",pc,34932.646,167186.203,568.273
"1528",pc,34916.364,167179.746,564.718
"1529",pc,34903.900,167174.693,561.788
"1530",pc,34895.086,167171.100,559.420
"1531",pc,34882.622,167165.710,556.127
"1532",pc,34887.001,167161.050,556.555
"1533",pc,34897.388,167165.485,559.587
"1534",pc,34910.245,167170.145,562.748
"1535",pc,34922.484,167175.591,565.716
"1536",pc,34934.218,167180.644,568.217
"1537",pc,34944.717,167184.743,570.015
"1538",pc,34952.745,167181.599,570.849
"1539",pc,34939.608,167176.377,568.829
"1540",pc,34927.088,167171.044,566.119
"1541",pc,34914.792,167166.215,563.312
"1542",pc,34908.151,167163.014,561.607
"1543",pc,34897.461,167159.126,558.841
"1544",pc,34890.128,167155.725,556.751
"1545",pc,34892.646,167152.323,556.968
"1546",pc,34901.613,167156.034,559.375
"1547",pc,34902.983,167163.058,560.574
"1548",pc,34911.773,167160.319,561.921
"1549",pc,34921.227,167164.250,564.268
"1550",pc,34926.926,167166.857,565.581
"1551",pc,34935.937,167170.302,567.675
"1552",pc,34945.656,167174.455,569.174
"1553",pc,34953.298,167177.680,570.468
"1554",pc,34959.306,167176.222,570.899
"1555",pc,34949.455,167171.981,569.215
"1556",pc,34939.648,167167.873,567.862
"1557",pc,34931.696,167164.560,566.131
"1558",pc,34923.568,167160.893,564.263
"1559",pc,34911.906,167156.078,561.358
"1560",pc,34901.613,167152.191,558.873
"1561",pc,34895.561,167149.717,557.307
"1562",pc,34897.991,167145.874,557.242
"1563",pc,34901.392,167145.344,557.821
"1564",pc,34910.625,167148.922,560.093
"1565",pc,34918.135,167152.191,562.005
"1566",pc,34927.676,167156.476,564.375
"1567",pc,34940.576,167161.600,567.211
"1568",pc,34950.383,167165.752,568.649
"1569",pc,34958.378,167169.375,569.935
"1570",pc,34964.872,167171.849,570.899
"1571",pc,34970.040,167169.684,571.066
"1572",pc,34953.961,167163.234,568.585
"1573",pc,34936.777,167155.857,565.721
"1574",pc,34928.693,167152.456,564.019
"1575",pc,34920.785,167149.054,562.023
"1576",pc,34909.697,167144.239,559.281
"1577",pc,34902.894,167139.866,557.302
"1578",pc,34907.047,167136.994,557.679
"1579",pc,34918.886,167141.721,560.703
"1580",pc,34929.929,167146.890,563.512
"1581",pc,34911.994,167130.501,557.960
"1582",pc,34923.347,167134.742,560.267
"1583",pc,34928.427,167139.247,561.949
"1584",pc,34941.238,167144.902,564.982
"1585",pc,34952.370,167151.528,567.179
"1586",pc,34959.041,167156.476,568.229
"1587",pc,34969.024,167160.982,569.704
"1588",pc,34976.888,167160.098,570.421
"1589",pc,34964.739,167155.239,568.414
"1590",pc,34959.792,167150.424,567.680
"1591",pc,34970.350,167154.974,568.971
"1592",pc,34927.440,167199.129,567.712
"1593",pc,34933.363,167134.822,562.258
"1594",pc,34918.735,167124.690,558.276
"1595",pc,34933.863,167128.686,561.329
"1596",pc,34950.132,167135.607,564.566
"1597",pc,34961.192,167140.602,566.518
"1598",pc,34977.778,167149.547,569.347
"1599",pc,34990.882,167151.354,571.029
"1600",pc,34981.150,167145.028,569.196
"1601",pc,34963.215,167137.138,566.296
"1602",pc,34954.490,167131.299,564.596
"1603",pc,34943.403,167126.711,562.466
"1604",pc,34953.387,167143.666,566.207
"1605",pc,34925.685,167112.519,558.322
"1606",pc,34939.885,167116.801,561.028
"1607",pc,34935.318,167120.796,560.538
"1608",pc,34956.012,167123.008,564.050
"1609",pc,34969.498,167129.074,566.354
"1610",pc,34980.772,167134.069,568.278
"1611",pc,34998.111,167140.205,571.427
"1612",pc,35004.105,167136.352,571.920
"1613",pc,35006.888,167131.072,571.759
"1614",pc,35010.955,167127.861,571.843
"1615",pc,35016.949,167122.937,571.537
"1616",pc,35022.729,167118.727,571.307
"1617",pc,35026.796,167116.158,571.078
"1618",pc,35036.501,167110.093,570.528
"1619",pc,35044.564,167107.310,570.193
"1620",pc,35029.365,167098.462,569.380
"1621",pc,35016.236,167092.397,568.632
"1622",pc,35002.892,167086.260,566.960
"1623",pc,34989.335,167079.696,565.445
"1624",pc,34980.486,167075.414,564.454
"1625",pc,34970.425,167070.348,562.870
"1626",pc,34966.073,167072.703,562.245
"1627",pc,34960.168,167076.857,561.678
"1628",pc,34955.337,167080.958,561.428
"1629",pc,34951.478,167085.998,561.354
"1630",pc,34946.628,167091.567,560.792
"1631",pc,34941.070,167099.540,559.978
"1632",pc,34936.298,167105.828,559.382
"1633",pc,34934.726,167109.589,559.431
"1634",pc,34946.460,167112.677,561.581
"1635",pc,34959.991,167119.021,564.158
"1636",pc,34973.971,167124.973,566.725
"1637",pc,34990.645,167132.103,569.631
"1638",pc,34996.821,167128.454,570.339
"1639",pc,35000.751,167121.492,570.286
"1640",pc,35004.288,167114.698,569.920
"1641",pc,35009.959,167108.859,569.774
"1642",pc,35021.749,167105.322,570.009
"1643",pc,35018.324,167114.642,570.677
"1644",pc,35007.657,167124.411,571.305
"1645",pc,34993.191,167139.510,570.544
"1646",pc,35008.797,167095.263,568.384
"1647",pc,34987.666,167085.559,565.898
"1648",pc,34991.566,167096.351,567.055
"1649",pc,34970.781,167081.611,563.825
"1650",pc,34961.168,167090.771,563.233
"1651",pc,34980.847,167098.026,565.998
"1652",pc,34979.215,167090.589,565.424
"1653",pc,34993.453,167105.371,568.006
"1654",pc,34986.995,167126.513,568.677
"1655",pc,34992.774,167116.166,568.695
"1656",pc,34975.150,167119.020,566.523
"1657",pc,34980.073,167112.812,566.746
"1658",pc,34983.284,167105.606,566.872
"1659",pc,34972.224,167098.185,565.098
"1660",pc,34961.592,167112.884,564.006
"1661",pc,34965.588,167104.464,564.190
"1662",pc,34954.885,167092.904,562.185
"1663",pc,34961.949,167097.685,563.541
"1664",pc,34957.239,167100.111,562.725
"1665",pc,34946.465,167101.752,561.083
"1666",pc,34949.319,167107.318,561.771
"1667",pc,34969.716,167144.013,567.815
"1668",pc,35001.915,167103.041,568.614
"1669",pc,34997.867,167087.848,566.749
"1670",pc,34980.705,167062.878,563.343
"1671",pc,34987.555,167065.875,564.391
"1672",pc,34997.473,167070.442,565.352
"1673",pc,35006.393,167074.438,566.114
"1674",pc,35015.883,167078.791,566.963
"1675",pc,35023.375,167082.644,567.560
"1676",pc,35035.006,167086.354,568.206
"1677",pc,35044.140,167090.778,568.484
"1678",pc,35055.628,167095.416,569.410
"1679",pc,35061.479,167095.845,569.527
"1680",pc,35066.546,167092.919,569.319
"1681",pc,35071.612,167088.495,568.888
"1682",pc,35078.747,167085.855,568.641
"1683",pc,35085.098,167081.003,568.137
"1684",pc,35090.735,167077.221,567.724
"1685",pc,35097.728,167074.010,567.213
"1686",pc,35105.220,167070.799,566.550
"1687",pc,35102.580,167060.452,565.543
"1688",pc,35099.940,167048.964,564.097
"1689",pc,35098.156,167040.401,562.996
"1690",pc,35096.372,167032.552,561.982
"1691",pc,35093.803,167023.062,561.293
"1692",pc,35091.163,167011.502,560.402
"1693",pc,35084.028,167009.290,560.693
"1694",pc,35078.676,167011.930,561.116
"1695",pc,35071.540,167016.212,561.683
"1696",pc,35063.620,167019.351,562.085
"1697",pc,35058.268,167021.492,562.290
"1698",pc,35050.517,167024.812,562.570
"1699",pc,35041.859,167030.599,562.929
"1700",pc,35029.446,167036.518,563.154
"1701",pc,35024.012,167040.052,563.238
"1702",pc,35016.768,167043.012,563.300
"1703",pc,35009.324,167046.208,563.343
"1704",pc,35004.214,167048.746,563.379
"1705",pc,35000.113,167050.588,563.318
"1706",pc,34995.003,167053.160,563.389
"1707",pc,34991.667,167054.967,563.470
"1708",pc,34988.121,167057.574,563.488
"1709",pc,34984.646,167060.251,563.548
"1710",pc,34991.867,167064.859,564.625
"1711",pc,34994.618,167065.532,564.807
"1712",pc,35000.794,167065.869,565.013
"1713",pc,35006.970,167067.778,565.365
"1714",pc,35011.966,167071.035,565.941
"1715",pc,35020.220,167072.326,566.227
"1716",pc,35027.855,167075.021,566.625
"1717",pc,35035.154,167079.961,567.510
"1718",pc,35044.025,167082.319,567.790
"1719",pc,35053.401,167086.867,568.481
"1720",pc,35059.296,167087.822,568.663
"1721",pc,35065.191,167087.822,568.681
"1722",pc,35068.110,167083.611,568.392
"1723",pc,35071.311,167079.456,568.121
"1724",pc,35075.858,167075.807,567.820
"1725",pc,35082.539,167070.192,567.288
"1726",pc,35088.266,167067.497,566.877
"1727",pc,35095.228,167064.185,566.268
"1728",pc,35098.316,167058.178,565.526
"1729",pc,35095.789,167048.633,564.326
"1730",pc,35091.972,167040.997,563.432
"1731",pc,35089.838,167031.958,562.416
"1732",pc,35087.256,167022.638,561.563
"1733",pc,35082.371,167017.529,561.339
"1734",pc,35077.655,167019.494,561.718
"1735",pc,35072.939,167022.302,562.133
"1736",pc,35066.707,167024.210,562.414
"1737",pc,35062.159,167028.646,562.746
"1738",pc,35056.350,167031.780,563.009
"1739",pc,35046.066,167036.438,563.302
"1740",pc,35040.411,167040.326,563.507
"1741",pc,35033.299,167044.522,563.808
"1742",pc,35026.099,167046.775,563.934
"1743",pc,35020.621,167049.293,563.967
"1744",pc,35015.143,167051.723,564.037
"1745",pc,35007.368,167055.257,564.146
"1746",pc,34998.219,167057.296,564.012
"1747",pc,34997.489,167061.363,564.498
"1748",pc,35005.831,167062.267,564.704
"1749",pc,35014.486,167065.569,565.435
"1750",pc,35019.282,167066.716,565.597
"1751",pc,35028.098,167068.908,565.934
"1752",pc,35038.907,167071.827,566.567
"1753",pc,35050.222,167076.375,567.404
"1754",pc,35058.924,167078.228,567.790
"1755",pc,35063.921,167075.364,567.567
"1756",pc,35068.356,167069.189,566.979
"1757",pc,35073.185,167063.350,566.526
"1758",pc,35080.708,167054.928,565.527
"1759",pc,35084.807,167045.552,564.285
"1760",pc,35085.256,167037.972,563.455
"1761",pc,35082.280,167027.193,562.447
"1762",pc,35077.059,167029.214,562.816
"1763",pc,35070.827,167031.123,563.119
"1764",pc,35066.223,167033.200,563.292
"1765",pc,35060.047,167035.951,563.403
"1766",pc,35054.713,167038.029,563.586
"1767",pc,35049.267,167042.183,563.886
"1768",pc,35040.108,167047.139,564.082
"1769",pc,35032.775,167049.480,564.211
"1770",pc,35025.662,167054.163,564.497
"1771",pc,35020.052,167055.753,564.532
"1772",pc,35014.309,167057.520,564.646
"1773",pc,35011.571,167060.833,564.801
"1774",pc,35021.598,167061.584,565.121
"1775",pc,35027.474,167060.391,565.126
"1776",pc,35031.891,167060.789,565.059
"1777",pc,35038.252,167062.821,565.515
"1778",pc,35047.794,167061.982,565.653
"1779",pc,35055.336,167065.741,566.263
"1780",pc,35068.109,167059.390,565.908
"1781",pc,35072.411,167052.672,565.209
"1782",pc,35078.756,167046.047,564.582
"1783",pc,35080.608,167037.008,563.523
"1784",pc,35076.285,167035.492,563.500
"1785",pc,35071.962,167036.615,563.583
"1786",pc,35068.313,167037.906,563.652
"1787",pc,35064.832,167039.198,563.737
"1788",pc,35059.217,167042.735,563.986
"1789",pc,35055.736,167044.812,564.157
"1790",pc,35050.403,167046.833,564.213
"1791",pc,35041.228,167051.986,564.525
"1792",pc,35034.041,167054.146,564.552
"1793",pc,35037.072,167058.357,564.993
"1794",pc,35048.806,167056.111,564.989
"1795",pc,35060.260,167054.090,565.004
"1796",pc,35064.808,167047.465,564.529
"1797",pc,35070.085,167044.265,564.343
"1798",pc,35088.673,167060.600,566.075
"1799",pc,35056.868,167056.601,565.311
"1800",pc,35043.952,167075.367,567.219
"1801",pc,35061.820,167066.653,566.520
"1802",pc,35073.949,167143.382,574.983
"1803",pc,35078.873,167144.951,574.896
"1804",pc,35087.650,167144.880,574.298
"1805",pc,35090.432,167139.814,573.637
"1806",pc,35091.717,167132.964,573.061
"1807",pc,35093.572,167127.755,572.583
"1808",pc,35098.282,167119.977,571.815
"1809",pc,35098.567,167115.910,571.441
"1810",pc,35098.924,167111.700,571.233
"1811",pc,35098.710,167107.490,570.950
"1812",pc,35094.072,167098.570,570.116
"1813",pc,35089.933,167095.431,569.818
"1814",pc,35083.582,167099.712,570.173
"1815",pc,35078.373,167103.280,570.404
"1816",pc,35075.091,167105.991,570.619
"1817",pc,35071.309,167107.918,570.785
"1818",pc,35066.457,167110.558,570.985
"1819",pc,35061.961,167114.554,571.414
"1820",pc,35062.247,167119.549,572.021
"1821",pc,35066.171,167126.613,573.049
"1822",pc,35069.097,167133.178,573.990
"1823",pc,35071.737,167139.029,574.591
"1824",pc,35075.448,167137.816,574.469
"1825",pc,35082.379,167137.214,573.970
"1826",pc,35086.620,167131.604,573.173
"1827",pc,35089.050,167123.608,572.522
"1828",pc,35092.451,167117.115,571.759
"1829",pc,35093.467,167110.444,571.267
"1830",pc,35088.829,167101.742,570.468
"1831",pc,35083.926,167105.364,570.724
"1832",pc,35079.243,167108.324,570.896
"1833",pc,35074.384,167111.416,571.170
"1834",pc,35071.336,167114.862,571.538
"1835",pc,35066.609,167119.456,572.044
"1836",pc,35072.263,167126.612,573.019
"1837",pc,35075.576,167133.062,573.819
"1838",pc,35082.298,167127.751,572.888
"1839",pc,35084.106,167122.850,572.423
"1840",pc,35086.782,167115.099,571.619
"1841",pc,35088.763,167110.476,571.293
"1842",pc,35084.766,167110.268,571.196
"1843",pc,35081.638,167112.562,571.366
"1844",pc,35077.919,167115.064,571.597
"1845",pc,35074.860,167117.636,571.905
"1846",pc,35071.593,167119.722,572.132
"1847",pc,35075.451,167123.198,572.513
"1848",pc,35079.060,167121.671,572.315
"1849",pc,35081.980,167118.960,572.022
"1850",pc,35089.605,167120.137,572.105
"1851",cam,35109.889,167147.233,572.021
"1852",cam,35108.012,167144.035,571.885
"1853",cam,35106.760,167141.081,571.711
"1854",cam,35105.544,167137.119,571.823
"1855",cam,35104.188,167132.739,571.886
"1856",cam,35103.528,167128.116,571.876
"1857",pc,35099.021,167145.286,572.910
"1858",pc,35103.192,167145.216,572.578
"1859",pc,35103.887,167142.018,572.148
"1860",pc,35102.949,167136.527,572.206
"1861",pc,35099.438,167136.909,572.663
"1862",pc,35096.762,167140.211,573.032
"1863",pc,35101.767,167133.746,572.151
"1864",pc,35106.189,167146.304,572.336
"1865",cam,35115.897,167147.508,571.640
"1866",cam,35113.819,167145.621,571.533
"1867",cam,35110.291,167142.448,571.541
"1868",cam,35108.486,167138.920,571.436
"1869",cam,35107.392,167134.927,571.389
"1870",cam,35106.954,167132.111,571.404
"1871",cam,35106.490,167128.637,571.447
"1872",cam,35106.490,167124.781,571.315
"1873",pc,35112.306,167138.183,570.651
"1874",pc,35115.589,167141.822,570.251
"1875",pc,35120.726,167145.532,570.619
"1876",pc,35126.792,167147.031,570.934
"1877",pc,35135.497,167146.959,570.828
"1878",pc,35134.783,167145.033,569.969
"1879",pc,35126.720,167144.676,569.900
"1880",pc,35121.226,167143.677,570.035
"1881",pc,35117.230,167140.823,569.997
"1882",pc,35114.233,167138.825,570.250
"1883",pc,35111.236,167135.756,570.572
"1884",pc,35137.660,167143.733,569.619
"1885",pc,35131.439,167143.246,569.696
"1886",pc,35124.418,167141.474,569.745
"1887",pc,35119.134,167138.450,569.896
"1888",pc,35109.541,167132.367,570.946
"1889",pc,35108.186,167121.801,571.032
"1890",pc,35109.089,167117.699,570.612
"1891",pc,35113.712,167112.694,569.820
"1892",pc,35115.450,167118.325,569.814
"1893",pc,35116.632,167123.608,569.795
"1894",pc,35120.142,167130.560,569.410
"1895",pc,35124.001,167130.768,568.969
"1896",pc,35123.583,167121.940,568.749
"1897",pc,35122.680,167113.633,568.652
"1898",pc,35125.043,167112.590,568.202
"1899",pc,35128.623,167116.274,567.837
"1900",pc,35130.153,167127.014,568.215
"1901",pc,35134.145,167132.495,568.317
"1902",pc,35132.199,167137.049,568.964
"1903",pc,35125.595,167133.816,568.986
"1904",pc,35118.469,167131.974,569.703
"1905",pc,35125.410,167116.835,568.323
"1906",pc,35133.485,167122.015,567.553
"1907",pc,35137.308,167130.427,567.618
"1908",pc,35137.214,167121.761,566.979
"1909",pc,35136.392,167114.809,566.603
"1910",pc,35135.818,167109.558,566.466
"1911",pc,35135.353,167105.510,566.093
"1912",pc,35130.332,167121.446,567.826
"1913",pc,35117.182,167114.333,569.499
"1914",pc,35114.631,167124.510,570.015
"1915",pc,35141.811,167140.412,568.819
"1916",pc,35141.811,167136.728,568.347
"1917",pc,35141.359,167130.923,567.533
"1918",pc,35141.950,167125.501,567.001
"1919",pc,35142.575,167120.600,566.531
"1920",pc,35143.062,167116.672,566.249
"1921",pc,35140.872,167112.884,566.142
"1922",pc,35140.003,167108.226,565.821
"1923",pc,35140.111,167105.202,565.544
"1924",pc,35139.982,167100.167,564.984
"1925",pc,35137.917,167095.045,564.702
"1926",pc,35138.476,167090.849,564.223
"1927",pc,35138.003,167088.654,564.119
"1928",pc,35137.357,167086.503,564.017
"1929",pc,35137.377,167084.899,564.050
"1930",pc,35137.203,167082.987,563.949
"1931",pc,35135.917,167082.674,564.014
"1932",pc,35134.040,167083.265,564.176
"1933",pc,35134.318,167088.514,564.363
"1934",pc,35134.762,167091.177,564.518
"1935",pc,35135.203,167097.221,565.180
"1936",pc,35135.558,167102.402,565.752
"1937",pc,35130.744,167114.848,567.467
"1938",pc,35130.490,167112.021,567.368
"1939",pc,35130.115,167130.661,568.448
"1940",pc,35126.011,167137.816,569.171
"1941",pc,35131.126,167141.153,569.515
"1942",pc,35134.776,167110.125,566.643
"1943",pc,35130.645,167110.039,567.244
"1944",pc,35127.202,167110.018,567.767
"1945",pc,35122.662,167110.082,568.548
"1946",pc,35118.573,167110.125,569.227
"1947",pc,35115.152,167110.061,569.621
"1948",pc,35111.257,167109.931,569.844
"1949",pc,35108.159,167110.319,570.500
"1950",pc,35109.299,167111.481,570.227
"1951",pc,35109.407,167115.569,570.577
"1952",pc,35108.883,167104.047,569.669
"1953",pc,35112.799,167104.542,569.549
"1954",pc,35113.143,167107.855,569.649
"1955",pc,35118.049,167107.188,569.232
"1956",pc,35123.257,167107.124,568.446
"1957",pc,35126.936,167106.844,567.766
"1958",pc,35130.100,167107.059,567.209
"1959",pc,35133.586,167107.038,566.607
"1960",pc,35133.801,167102.110,566.098
"1961",pc,35130.788,167102.175,566.762
"1962",pc,35125.688,167102.175,567.809
"1963",pc,35119.878,167102.239,568.760
"1964",pc,35117.275,167102.325,569.076
"1965",pc,35112.175,167102.584,569.521
"1966",pc,35106.660,167095.000,569.034
"1967",pc,35111.666,167096.216,569.133
"1968",pc,35117.331,167097.885,568.910
"1969",pc,35120.772,167098.302,568.434
"1970",pc,35123.900,167102.960,568.159
"1971",pc,35130.400,167097.711,566.474
"1972",pc,35132.659,167094.583,565.546
"1973",pc,35125.186,167096.599,567.471
"1974",pc,35112.324,167124.972,570.213
"1975",pc,35112.359,167118.438,570.045
"1976",pc,35120.110,167123.269,569.317
"1977",pc,35120.858,167135.380,569.438
"1978",pc,35130.817,167084.219,564.789
"1979",pc,35128.536,167083.036,565.279
"1980",pc,35123.522,167082.692,566.613
"1981",pc,35123.256,167079.692,565.880
"1982",pc,35119.548,167079.946,566.132
"1983",pc,35116.145,167080.961,566.791
"1984",pc,35113.640,167081.385,566.863
"1985",pc,35111.032,167082.519,567.575
"1986",pc,35108.019,167083.179,567.765
"1987",pc,35107.053,167084.229,568.173
"1988",pc,35106.166,167087.463,568.630
"1989",pc,35102.556,167089.788,568.714
"1990",pc,35102.365,167085.850,568.513
"1991",pc,35104.717,167084.018,568.010
"1992",pc,35106.631,167093.425,568.890
"1993",pc,35109.229,167094.547,569.094
"1994",pc,35112.620,167094.164,568.889
"1995",pc,35117.379,167093.918,568.542
"1996",pc,35120.442,167092.167,567.938
"1997",pc,35124.298,167092.277,567.154
"1998",pc,35132.102,167088.143,564.803
"1999",pc,35131.928,167086.718,564.701
"2000",pc,35127.132,167087.239,565.940
"2001",pc,35125.377,167088.274,566.567
"2002",pc,35120.399,167088.190,567.534
"2003",pc,35116.241,167089.528,568.102
"2004",pc,35113.164,167089.097,568.374
"2005",pc,35112.239,167086.429,568.335
"2006",pc,35107.720,167088.495,568.699
"2007",pc,35111.098,167085.375,568.331
"2008",pc,35114.498,167085.418,568.055
"2009",pc,35117.618,167083.825,567.626
"2010",pc,35122.137,167083.782,567.082
"2011",pc,35128.737,167088.114,565.620
"2012",pc,35130.738,167093.322,565.840
"2013",pc,35132.768,167096.590,565.711
"2014",pc,35126.237,167126.315,568.518
"2015",pc,35118.727,167119.379,569.429
"2016",pc,35120.241,167127.107,569.382
"2017",pc,35186.176,167066.655,565.768
"2018",pc,35187.148,167072.663,565.815
"2019",pc,35188.164,167079.466,566.505
"2020",pc,35188.650,167086.534,567.036
"2021",pc,35188.209,167090.642,567.030
"2022",pc,35188.871,167097.666,567.241
"2023",pc,35189.313,167104.557,567.776
"2024",pc,35189.666,167111.404,567.963
"2025",pc,35190.241,167119.091,568.467
"2026",pc,35190.947,167127.263,569.181
"2027",pc,35194.172,167126.645,570.542
"2028",pc,35195.409,167119.444,569.985
"2029",pc,35195.277,167113.834,569.739
"2030",pc,35195.903,167105.036,569.479
"2031",pc,35196.423,167100.304,569.521
"2032",pc,35195.903,167090.705,569.191
"2033",pc,35195.493,167083.622,568.969
"2034",pc,35195.220,167076.375,568.595
"2035",pc,35194.131,167063.410,567.485
"2036",pc,35192.185,167059.517,566.732
"2037",pc,35148.483,167141.597,569.058
"2038",pc,35146.069,167136.993,568.182
"2039",pc,35145.788,167126.270,566.843
